第1个簇：
4.(31, -0.0112035, -0.868391, 0.67471, -0.228186, 0.0314329, -0.351168, 0.277047, 0.564508, )
5.(40, -0.0180725, -0.642421, -0.247603, -0.0404263, 0.143401, -0.436847, -0.271236, 0.274926, )
6.(52, 0.158177, -1.48885, 0.232344, 0.244773, -0.178775, -0.756886, 0.0537404, 0.40188, )
7.(55, -0.0233513, -0.815346, 0.635107, -0.232878, 0.0384695, -0.330184, 0.206014, 0.524073, )
8.(71, -0.440185, -1.22328, 0.0604101, 0.346263, 0.0939605, 0.456813, -0.564128, -0.259635, )
9.(76, 0.1016, -2.0964, 0.783143, 0.176381, -0.114828, -0.777571, 0.174126, 0.786826, )
10.(97, 0.131152, -1.94404, 0.591943, 0.171902, -0.156434, -0.681826, -0.0917837, 0.701414, )
11.(100, 0.0533657, -2.48254, 1.13534, -0.0713647, -0.0749647, -0.873766, 0.115944, 1.10366, )
12.(103, 0.143821, -1.36582, 0.11017, 0.400231, -0.200458, -0.455656, -0.24082, 0.299559, )
13.(106, -0.0503506, -0.745706, 0.115056, 0.077978, 0.00233574, -0.125074, -0.399428, 0.200125, )
14.(116, -0.346721, -0.662686, 0.14921, 0.345566, 0.158991, 0.456571, -0.409868, -0.0686918, )
15.(118, -0.394289, -0.50518, 0.357897, -0.345885, 0.263571, 0.161993, -0.736465, 0.329304, )
16.(124, 0.0534742, -1.12213, -0.0291866, 0.359735, -0.11464, -0.286668, -0.444902, 0.184121, )
17.(133, 0.160178, -2.04824, 0.766196, 0.121118, -0.149903, -0.76881, 0.136524, 0.827733, )
18.(136, 0.154228, -0.647713, 0.0569899, 0.249588, -0.156211, -0.30507, 0.0525793, 0.14502, )
19.(142, 0.098879, -1.21638, 0.0518361, 0.340501, -0.157174, -0.359573, -0.327507, 0.264297, )
20.(151, -0.187293, -2.56741, 0.727296, 0.0783274, 0.0129453, -0.538926, -0.885104, 0.878079, )
21.(160, -0.0219589, -0.853319, 0.0271873, 0.20439, -0.0375394, -0.157103, -0.469896, 0.178976, )
22.(163, -0.340214, -1.45169, 0.241758, 0.031351, 0.12472, -0.064499, -1.1783, 0.410344, )
23.(169, 0.0142873, -1.71158, 0.480792, 0.164943, -0.0824192, -0.495062, -0.288833, 0.57744, )
24.(175, -0.0119853, -0.871204, 0.682637, -0.224707, 0.0343437, -0.360448, 0.272691, 0.558938, )
25.(193, 0.0495842, -1.84139, 0.115492, 0.437883, -0.162854, -0.476811, -0.654924, 0.388532, )
26.(196, -0.175309, -0.43278, 0.294486, -0.199743, 0.105111, 0.0100045, -0.272136, 0.243372, )
27.(208, -0.151167, -0.524691, 0.381855, -0.188474, 0.106429, -0.0847421, -0.150623, 0.321085, )
28.(219, -0.375443, -0.730889, 0.0548174, -0.212074, 0.109149, -0.151808, -0.102709, 0.228613, )
29.(220, 0.145915, -1.2518, 0.537761, -0.0622865, -0.176275, -0.0659908, -0.0420995, 0.398477, )
30.(223, 0.11809, -1.27392, 0.104522, 0.338717, -0.169724, -0.404282, -0.272126, 0.293249, )
31.(226, -0.163189, -0.39987, 0.745851, -0.49175, 0.170758, -0.116463, 0.200583, 0.500312, )
第4个簇：
1.(10, -0.649122, 1.49075, -1.35628, 0.134305, 0.317606, 1.26797, -2.08824, -1.04471, )
2.(47, -0.721717, 0.386034, 0.390032, 0.639014, 0.683888, 0.478804, -0.297269, 0.238006, )
3.(64, -0.692187, 1.65554, -1.0541, -0.164691, 0.403258, 1.28654, -1.78408, -0.891004, )
4.(77, -0.355177, 1.64763, 1.25443, 0.964773, 0.843155, 1.28471, -0.324001, 1.07476, )
5.(110, 0.175218, 3.01868, 2.17367, 1.31768, 0.947739, 2.19101, -0.385382, 2.03009, )
6.(111, 1.77483, 2.75356, 0.629952, -0.304599, 1.10204, 1.19836, -1.89969, 1.11137, )
7.(131, -0.674577, 2.27445, 1.63649, 1.36948, 1.27994, 1.6605, -0.46885, 1.3968, )
8.(137, -1.62703, 1.0091, 1.51029, 1.84298, 1.67243, 1.92817, -1.03068, 0.949063, )
9.(140, -0.541389, 0.684371, 0.0942061, 0.29322, 0.52401, -0.049744, 0.0607541, 0.115485, )
10.(146, -2.1467, -0.865473, 0.679302, 1.61518, 1.49934, 1.36103, -1.24428, -0.0187918, )
11.(147, 0.226412, 0.412001, -0.488854, -0.361933, 0.746749, 0.0967898, -0.626406, 0.651647, )
12.(155, -0.00820156, 0.395163, 1.01438, 0.748642, 0.303145, 1.32258, -0.579073, 0.764744, )
13.(176, -0.17327, -0.177177, 0.325603, 0.409702, 0.231249, 0.650718, -0.502626, 0.300566, )
14.(181, -1.49496, 3.25444, -0.026767, -1.69722, 1.19975, 2.10371, -1.6015, -0.536359, )
15.(187, -0.986269, 1.7142, -1.55323, 0.0111103, 0.52598, 1.68673, -2.9038, -1.17763, )
16.(206, -2.04431, -1.11137, 0.414559, 1.38995, 1.30586, 1.07826, -1.14291, -0.224863, )
17.(209, -1.30479, -0.40823, 0.329872, 0.908313, 0.922632, 0.664363, -0.664422, -0.0512772, )
18.(215, -0.353247, 0.28682, 0.678413, 0.646094, 0.445508, 0.897411, -0.421825, 0.457041, )
19.(222, 0.706531, 0.713214, 0.318211, 0.248173, -0.104045, 0.151475, -1.10849, -0.164326, )
20.(227, -1.30698, 0.916423, 0.994835, 1.30705, 1.32168, 1.23929, -0.645686, 0.622675, )
第5个簇：
1.(8, -0.51004, 2.80112, -0.401781, -0.238375, 0.844038, -1.37376, 1.17, 0.16, )
2.(14, 0.851582, 1.98621, 0.589536, -0.13327, -0.0725058, 0.171438, 0.511227, 0.868654, )
3.(23, -0.0798598, 0.72635, 0.233016, 0.167146, 0.251069, 0.108735, 0.0821966, 0.276497, )
4.(42, 0.116928, 0.890766, -0.053265, -0.665733, 1.11726, 0.634915, 0.383174, 1.18354, )
5.(49, -0.598985, 0.916921, 2.17428, -2.03312, 0.776491, 0.222042, 1.46192, 1.13261, )
6.(51, 1.91661, 4.00074, 0.945713, 0.656047, -0.275793, 1.59183, 0.883913, -0.434308, )
7.(65, -0.303314, 0.678239, -0.109914, 0.0199273, 0.329715, -0.343888, 0.258103, 0.0117171, )
8.(66, 0.258048, 0.586826, -0.0792783, -0.317784, 0.584592, 0.317229, -0.209716, 0.578055, )
9.(67, -0.748962, 2.00363, 1.32087, -1.8498, 0.84045, 0.796568, 0.786284, 0.47529, )
10.(79, 0.1401, 1.06241, 2.37774, -1.74584, 0.369064, -0.487845, 3.29354, 1.19205, )
11.(82, -0.930951, 2.51307, 1.15665, -1.98093, 0.976461, 1.13722, 0.471865, 0.288974, )
12.(83, 0.790722, 1.48191, -0.153604, -0.292142, 0.00326697, -0.364871, 0.0907088, 0.712824, )
13.(88, -0.872758, 2.31811, 1.33682, -1.99907, 0.931107, 0.978822, 0.722162, 0.397307, )
14.(94, -0.595403, 1.62662, 1.75636, -1.9526, 0.771798, 0.473429, 1.37924, 0.769097, )
15.(105, 1.11573, 3.0211, 2.26896, -0.513794, 0.754289, 2.27289, 1.34536, 1.31441, )
16.(112, -0.850832, 1.52868, 1.64046, -1.98505, 0.887845, 0.677774, 0.737185, 0.731439, )
17.(115, -0.0609198, -0.00869096, 0.409946, -0.299177, 0.107436, -0.0564208, 0.296645, 0.243391, )
18.(119, 1.68996, 3.97958, -0.14506, -1.1931, -0.425633, -1.49185, 1.87902, 0.880217, )
19.(132, 0.445527, 2.23129, 0.607665, -1.30907, 2.01307, 1.76774, 1.27459, 2.34007, )
20.(156, 0.330352, 1.44942, 2.79486, -0.642236, 0.422851, 1.9281, 1.23143, 1.23494, )
21.(161, -1.84732, 3.36463, -0.453317, 0.332211, 1.8978, -1.56227, 1.13846, 0.0338019, )
22.(166, -0.809007, 1.46838, 1.69824, -1.99839, 0.880421, 0.651896, 0.795908, 0.740052, )
23.(170, -0.321044, 3.44791, -0.713973, -0.00352452, 1.22495, -1.43562, 0.238196, 0.840061, )
24.(177, 0.14361, 2.83011, 1.67319, 0.0190891, 0.330676, 0.945068, 2.07304, 1.19953, )
25.(184, -0.868423, 2.31519, 0.978606, -1.76345, 0.876856, 1.08456, 0.340683, 0.198087, )
第6个簇：
1.(1, -0.781722, 0.444031, -0.93158, 0.0556258, 0.38495, 1.08962, -2.43015, -0.600693, )
2.(3, 0.465788, 0.253508, -0.641225, 0.0204113, 0.37469, -0.286098, -1.58594, 0.148523, )
3.(4, -0.566882, 0.501505, -1.46029, 0.489932, 0.184052, 1.01486, -2.45673, -0.918605, )
4.(6, 0.0811258, -0.572511, -0.934413, 0.211733, -0.0691716, -0.742125, -1.42235, -0.356068, )
5.(7, -0.0944003, -0.71936, -0.366945, 0.395861, -0.0489412, 0.0345573, -0.933575, -0.0878547, )
6.(13, -0.230399, -1.00033, -0.13423, 0.210343, 0.0522995, 0.0469993, -1.14897, 0.115041, )
7.(15, 0.104178, -0.408037, -0.437658, 0.299177, -0.288863, -0.516745, -0.988392, -0.470763, )
8.(16, -0.659374, 0.776849, -1.22226, 0.214824, 0.285272, 1.09729, -2.28003, -0.847161, )
9.(28, 0.094049, -0.533023, -0.441874, 0.484716, -0.164425, -0.0940701, -0.507534, -0.169051, )
10.(35, -0.691073, -0.562452, 0.085418, 0.379131, 0.329823, 0.255896, -0.292927, -0.229356, )
11.(38, -1.16451, -0.31969, -0.395358, 0.313902, 0.679693, -0.368611, -0.118979, -0.490393, )
12.(39, -0.126238, -1.00592, -0.442252, -0.0167877, 0.037861, -0.64873, -1.40419, -0.00590476, )
13.(45, 0.424797, 0.331263, -0.131315, 0.106142, 0.0799517, -0.0648791, -1.00476, -0.036364, )
14.(59, -1.10044, -0.233997, -0.202893, 0.426508, 0.711547, -0.136437, -0.190371, -0.323851, )
15.(60, 0.267194, -0.0452933, -0.272151, 0.202758, -0.137553, -0.274524, -0.932033, -0.255663, )
16.(61, -0.314305, -0.110255, -0.454316, 0.133866, 0.116646, 0.38739, -1.18519, -0.230353, )
17.(62, -0.929651, -0.40277, -0.0383258, 0.568336, 0.671524, 0.198318, -0.546546, -0.103852, )
18.(70, -0.169001, -0.500243, -0.100505, 0.104481, 0.0453653, 0.0695509, -0.696, 0.0231951, )
19.(72, -0.00327635, -0.451808, -0.505054, 0.1474, -0.117897, -0.46777, -0.760064, -0.314002, )
20.(75, 0.021091, -0.594759, 0.256459, -0.127089, 0.133581, -0.159565, -1.15272, 0.288005, )
21.(90, -0.0498783, -0.760562, -0.675242, 0.32032, -0.404934, -0.764268, -1.06321, -0.632275, )
22.(99, -0.254215, -0.801983, -1.3159, -0.139158, 0.388565, -0.757275, -0.99466, 0.0733574, )
23.(102, -0.0347617, -0.741803, -1.27436, 0.0484393, 0.192818, -0.857203, -1.51123, -0.148657, )
24.(109, -0.223824, -0.355408, -0.229665, 0.129812, 0.0786661, 0.202195, -0.875278, -0.0633683, )
25.(114, 0.303025, -0.0226539, -0.182877, 0.250505, -0.224671, -0.311381, -0.988364, -0.355999, )
26.(117, 0.128207, -0.399419, -0.189602, 0.438475, -0.54811, -0.503141, -0.872844, -0.695112, )
27.(120, 0.101248, -0.520893, -0.769066, 0.23112, -0.129634, -0.696585, -1.32063, -0.378603, )
28.(123, 0.0911822, -0.260458, -0.0172414, 0.318171, -0.430044, -0.252374, -0.493961, -0.482269, )
29.(129, 0.0356565, -0.304271, -0.473621, 0.101103, -0.0472633, -0.362448, -0.739471, -0.176572, )
30.(141, 0.165273, -0.556895, -0.844881, 0.284648, -0.191344, -0.798228, -1.572, -0.493792, )
31.(144, -0.0448874, -0.562512, -0.921965, 0.0222399, 0.123927, -0.65254, -1.02927, -0.117576, )
32.(149, -2.17039, -1.1072, 0.318969, 1.36073, 1.38149, 0.918265, -1.08946, -0.314362, )
33.(150, 0.183075, -0.447894, -1.32464, 0.0393776, 0.330155, -0.81091, -1.90493, -0.0567316, )
34.(168, 0.0402905, -0.377262, -1.18145, -0.13137, 0.494664, -0.626709, -1.30633, 0.188561, )
35.(171, 0.685739, -0.00771363, 0.320766, 0.136365, -0.00820578, -0.193457, -2.19978, 0.0388272, )
36.(180, 0.0707343, -0.728534, -0.838554, 0.366851, -0.321528, -0.854322, -1.5014, -0.617296, )
37.(183, 0.0619674, -0.446417, -0.212517, 0.387736, -0.484579, -0.452109, -0.712291, -0.614712, )
38.(192, 0.108084, -0.42053, -0.440939, 0.280724, -0.302804, -0.516985, -0.998248, -0.466734, )
39.(195, 0.125479, -0.349827, -0.299052, 0.32587, -0.350846, -0.452535, -0.882498, -0.50877, )
40.(197, -0.756425, -0.78203, 0.330144, 0.663442, 0.450358, 0.747775, -0.661901, -0.0374041, )
41.(201, -0.180618, -1.3846, -0.607668, -0.10342, 0.193694, -0.877215, -1.89854, 0.120322, )
42.(207, 0.261979, 0.0863308, -0.281597, 0.069438, 0.0619202, -0.181704, -0.858367, -0.046687, )
43.(210, 0.248261, -0.181972, -0.3017, 0.293379, -0.249358, -0.408114, -1.05226, -0.415805, )
44.(214, -0.310874, -0.784953, 0.134618, -0.0770088, 0.143776, 0.0712205, -0.917056, 0.23261, )
45.(217, 0.0110398, -0.292294, -0.741143, 0.558449, -0.133592, 0.125122, -0.914696, -0.395411, )
46.(221, -0.675452, -1.00767, -0.772983, 0.221296, 0.52185, -0.218097, -0.999046, -0.137981, )
47.(225, 0.30454, -0.399127, -1.48403, 0.0548579, 0.419999, -0.918699, -2.33637, -0.0643503, )
第7个簇：
1.(11, 0.231545, -0.505264, 2.76432, 0.0484308, -1.74233, 1.60751, 2.89459, -1.34153, )
2.(18, -0.00480415, -0.660622, 1.65076, 1.15136, -2.24277, -0.102343, 0.891667, -1.96099, )
3.(24, 1.13536, 2.09307, 2.5942, 0.405381, -0.720541, 1.57007, 0.741393, -0.180424, )
4.(27, -0.490375, -0.145425, 1.86927, 0.328881, -1.26208, 0.719858, 2.79054, -0.710238, )
5.(48, -1.1917, -1.02907, 1.99303, 0.441336, -1.75826, 0.510914, 4.05774, -1.12094, )
6.(68, 0.823665, 0.669533, -0.0192752, -0.476794, -0.440363, -0.285577, 0.426625, 0.210317, )
7.(69, 0.654604, 1.96713, 3.02677, 0.272785, -0.829002, 1.8642, 2.30558, -0.117107, )
8.(81, 0.889922, 0.783045, 2.04999, 1.13267, -1.78456, 0.485694, -0.136725, -1.51043, )
9.(84, 0.955568, 2.07067, 3.19009, -0.454316, 0.290039, 2.22985, 0.452275, 1.10478, )
10.(92, 0.544094, 0.0275038, 0.369901, 0.0139569, -0.305683, 0.473079, -0.141024, 0.343302, )
11.(93, 0.738662, 0.923354, 2.82572, 1.2405, -2.18127, 0.815003, 0.870456, -1.70515, )
12.(101, 1.43425, 0.0828099, 0.321474, -0.47383, -0.951448, 0.35814, 0.0907504, 0.440408, )
13.(113, 1.45099, 1.49071, 1.20517, 0.0907005, -0.456891, 1.17807, 0.00151551, 1.30592, )
14.(128, 1.48815, -0.0270086, 0.470492, -0.36693, -0.961153, 0.585271, -0.00828165, 0.540695, )
15.(143, 0.738084, 0.647852, 0.709978, 0.120565, -0.219421, 0.75947, -0.11652, 0.717772, )
16.(152, 1.07717, -0.134263, 0.203877, -0.354235, -0.725395, 0.274604, 0.0132229, 0.284732, )
17.(167, 0.432809, 0.517231, 0.394542, 0.056195, -0.119116, 0.408541, -0.00421545, 0.417128, )
18.(173, 1.11319, 0.302471, 0.400521, -0.268525, -0.654587, 0.410468, 0.0721425, 0.488402, )
19.(179, 1.49474, 0.224574, 0.421613, -0.454914, -0.896782, 0.432926, 0.128405, 0.535332, )
20.(188, 0.840275, -0.0426107, 0.243445, -0.236235, -0.565965, 0.328439, -0.00595777, 0.276844, )
21.(191, 1.63463, 0.325433, 0.545062, -0.458048, -0.962539, 0.525585, 0.126913, 0.637443, )
22.(194, 1.17751, 0.196852, 0.328202, -0.354479, -0.742368, 0.322027, 0.114242, 0.430351, )
23.(224, 1.2687, 0.678482, 0.596631, -0.232994, -0.620474, 0.597283, 0.123114, 0.700156, )
24.(230, 1.24062, -0.214022, 0.220026, -0.426226, -0.855702, 0.27188, 0.0516584, 0.270513, )
第8个簇：
1.(9, -0.612107, -0.346984, 0.033523, -0.319651, 0.200378, 0.157935, 1.38018, 0.354728, )
2.(12, -0.686328, -0.36285, -0.459451, -0.154055, 0.173837, -0.476378, 0.871095, 0.0445719, )
3.(21, -1.01152, -0.778989, -0.315751, -0.517088, 0.390244, 0.0171372, 1.88776, 0.520041, )
4.(33, -0.546471, -0.305363, -0.154243, -0.367258, 0.332591, 0.10917, 1.1429, 0.428142, )
5.(43, 0.121421, -0.454823, 0.811298, -0.328568, 0.0259367, -0.398113, 0.843122, 0.543358, )
6.(57, -0.694156, -0.677989, -0.532541, -0.382552, 0.398772, -0.169876, 0.882457, 0.429178, )
7.(78, -0.771649, -0.490568, -0.240364, -0.470681, 0.429153, 0.0406909, 1.42055, 0.553754, )
8.(87, -0.451873, -1.2924, 0.108197, -0.16899, -0.1706, 0.446953, 0.93535, 0.207699, )
9.(126, -0.668057, 0.272077, 0.0470097, -0.965769, 1.15057, 0.758546, 2.11466, 1.40774, )
10.(135, -0.302549, -0.38859, 0.00970788, -0.00064537, -0.133001, -0.1012, 0.470691, -0.102827, )
11.(138, -0.156657, -0.192276, -0.125021, -0.0777195, 0.0643563, -0.0775101, 0.168694, 0.0472256, )
12.(157, -0.193742, -1.26861, -0.69606, 1.13443, -0.17004, 0.655918, 0.982726, 0.212299, )
13.(159, -0.813935, -0.909022, -0.626317, -0.349424, 0.302446, -0.288344, 0.975223, 0.298272, )
14.(165, -0.965394, -0.945875, -0.935856, -0.631307, 0.730848, -0.268109, 1.08465, 0.688512, )
15.(186, -1.27226, -0.922951, -0.371297, -0.702049, 0.553101, 0.0750363, 2.43322, 0.707639, )
16.(189, -0.523767, -0.728031, -0.706605, -0.208061, 0.248393, -0.383209, 0.305582, 0.155021, )
17.(204, -0.637365, -0.642464, -0.44381, -0.296392, 0.243781, -0.176246, 0.86593, 0.23235, )
18.(213, -0.695521, -0.639893, -0.131609, -0.247823, 0.0695288, -0.0211302, 1.31171, 0.168036, )
19.(216, -0.551438, 0.34271, 0.11127, -0.832961, 0.979975, 0.703252, 1.9075, 1.23262, )
20.(228, -0.477371, 0.38997, -0.127285, -0.886351, 1.13353, 0.639316, 1.53992, 1.33542, )
